id,genres,cast,writers,production_companies,director,producers,original_language,runtime,rating,main_genre,lang,cast_count,writers_count,director_known
8683,Drama,"Scott Cohen, Susan Floyd, Jay Patterson, Lisa Emery, James Murtaugh, James Saito, Ato Essandoh, Toby Poser, Judd Hirsch, Donna Mitchell, Ruben Santiago-Hudson",Unknown,Fish Six Film LLC,Todd S. Yellin,Unknown,en,91,6.5,Drama,en,11,0,1
8684,"Fantasy, Horror","Lee Chi-San, Coffee Lam, Pang Mei-Seung, BabyJohn Choi, Kabby Hui, Susan Shaw Yam-Yam, Mimi Kung, Lawrence Chou, Eddie Cheung, Edmund Poon Siu-Chung, Yanny Chan Wing-yan, Aka Zhao, Catherine Chau, Fish Liew",Maggie To Yuk-Ching,Unknown,Maggie To Yuk-Ching,"Weldon Fung Wai-Yuen, Tenky Tin Kai-Man, Charlie Wong Wing-Fung",cn,95,5.0,Fantasy,cn,14,1,1
8685,Comedy,Agustín Aristarán,"Pablo Fábregas, Agustín Aristarán",Nippur Media,Pablo Faro,"Gerardo Brandy, Fernando Lojo",es,70,4.5,Comedy,es,1,2,1
8686,"Action, Adventure","Alberto Catani, Carlos Zugasti, Ramón Valdés, Karime Moisés Eljuve, Juan Garza, Rafael Lara, Guillermo Ayala, Humberto Gurza, Luis Gonzaga","Alfredo Uribe, Rafael Pérez Grovas","Cinematográfica RA, Producciones Géminis",Rafael Pérez Grovas,Rafael Pérez Grovas,es,85,4.2,Action,es,9,2,1
8687,"Animation, Fantasy, Horror, Science Fiction, War","Harper Gibbons, Brynn Taylor, Arne Hain, Talal Selhami, Niketa Roman, Anthony Ruivivar, Harper Taylor, Jake Freytag, David Lauer, Brett Foxwell, Alex Cox, Hans Brekke, Satish Ratakonda, Chris Morley, Tucker Gibbons, Alexandre Poncet, Tom Gibbons",Phil Tippett,Tippett Studio,Phil Tippett,"Katarina Gligorijevic, Sanjay Das, David Berry, Jules Roman, Colin Geddes, Gary Mundell, Lisa Cooke, Phil Tippett, Josh Sobel",en,84,6.961,Animation,en,17,1,1
8688,Documentary,"Nadya Vall, Rachel Blais, Ashley Arbaugh",Unknown,"American Documentary, POV, CBC, The Fledgling Fund, Carnivalesque Films, Cinereach","David Redmon, Ashley Sabin",Unknown,en,78,6.4,Documentary,en,3,0,1
8689,"Drama, Romance","Charles Poitevin, Mathilde La Musse, Diong-Kéba Tacu, Aurélia Petit, Samir Elhakim, Omar Khasb, Khemissa Zarouel, Zbeida Belhajamor, Céline Rotard, Sami Outalbali, Sofia Lesaffre, Mahia Zrouki, Chakib Daou, Bellamine Abdelmalek, Zaineb Bouzid, Baptiste Carrion-Weiss","Marie-Sophie Chambon, Leyla Bouzid","Blue Monday Productions, ARTE",Leyla Bouzid,Sandra da Fonseca,fr,102,6.3,Drama,fr,16,2,1
8690,Documentary,Raimondo Franchetti,Unknown,"Gianikian-Ricci Lucchi, ZDF","Angela Ricci Lucchi, Yervant Gianikian","Angela Ricci Lucchi, Yervant Gianikian",it,96,6.4,Documentary,it,1,0,1
8691,"Action, Drama, War","Marion Lessing, Mona Maris, John Loder, Henry Victor, Warren Hymer, Steve Pendleton, Walter C. Kelly, George O’Brien, Walter McGrail, Larry Kent",Unknown,Fox Film Corporation,John Ford,Unknown,en,90,6.2,Action,en,10,0,1
8692,"Drama, Documentary","Tsewang Dolkar, Seba Jiangcuo, Yang Pei, Nyima Zadui, Tsring Chodron",Zhang Yang,He Li Chen Guang International Culture Media Co,Zhang Yang,Zhang Yang,bo,115,6.717,Drama,bo,5,1,1
8693,Documentary,"Katharina Harrer, Thomas Berger, Martin Obermayr, Marko Doringer",Marko Doringer,Unknown,Marko Doringer,Marko Doringer,de,93,5.5,Documentary,de,4,1,1
8694,Documentary,"Jards Macalé, Luiz Alberto Fiori, Lygia Reichenbach, Júlio Calasso Jr., Orlando Parolini, Carlos Reichenbach, Jairo Ferreira, José Mojica Marins",Jairo Ferreira,Jairo Ferreira Produções Cinematográficas,Jairo Ferreira,Jairo Ferreira,pt,64,6.0,Documentary,pt,8,1,1
8695,"Adventure, Western","Wayne Maunder, Victor Sen Yung, Albert Salmi, Richard Loo, Keye Luke, Keith Carradine, Barry Sullivan, David Chow, David Carradine, Roy Jenson, Radames Pera, Benson Fong, John Leoning, Philip Ahn, Robert Ito, James Hong","Ed Spielman, Howard Friedlander",Warner Bros. Television,Jerry Thorpe,Unknown,en,75,7.0,Adventure,en,16,2,1
8696,"Drama, War, Comedy","Dubravka Mijatović, Dragan Bjelogrlić, Velimir Živojinović, Nataša Ninković, Klara Akerman, Milorad Mandić, Tanja Bošković, Mihajlo 'Bata' Paskaljević, Srđan 'Žika' Todorović, Vesna Trivalić, Nikola Pejaković, Daryl Haney, Jelena Ilić, Dana Todorović, Gordan Kičić, Aleksandar Berček, Darko Tomović","Dragan Bjelogrlić, Nikola Pejaković, Darko Bajić","Magična linija, Lucha Film Production, Cobra Film Department",Darko Bajić,Unknown,sr,101,5.8,Drama,sr,17,3,1
8697,"Drama, Thriller","Egor Tuchin, Lina Veselkina, Egor Morozov, Galina Stakhanova, Tatyana Smirnova, Sergey Lobyntsev, Ekaterina Bear, Olga Tsirsen, Garik Ayvazov, Valentin Samokhin, Valentina Kuvaeva, Andrey Bilzho, Ivan Verkhovykh, Daniil Steklov, Nika Prokopenko, Ksenia Bazanova, Dmitry Zhuravlev, Artem Slyusarev, Veronika Aygi","Lyubov Lvova, Sergey Taramaev",Unknown,Anton Bilzho,"Olga Tsirsen, Elena Brenkova, Asya Temnikova",ru,121,6.333,Drama,ru,19,2,1
8698,"Documentary, Music","Nick Cave, Larry Mullins, Martyn Casey, George Vjestica, Warren Ellis, Else Torp, Thomas Wydler, Jim Sclavunos",Unknown,Special Treats Productions,David Barnard,Unknown,en,135,8.6,Documentary,en,8,0,1
8699,Documentary,Katinka Hosszú,Norbert Köbli,Unknown,Norbert Pálinkás,Tamás Lajos,hu,103,7.0,Documentary,hu,1,1,1
8700,Crime,"Katsutoshi Akiyama, Tatsuo Umemiya, Masaru Shiga, Shingo Yamashiro, Kinji Nakamura, Takaya Shimoyama, Kunji Harada, Hiroshi Arikawa, Hideo Murota, Megumi Morita, Junpei Arishima, Ryôzô Maekawa, Gorō Ibuki, Ryuji Komine, Kazuyuki Kosaka, Yoshitaro Asawaka, Rin Tsunami, Eitarō Ozawa, Takuzō Kawatani, Takashi Noguchi, Yasumori Hikita, Hideji Ōtaki, Daisuke Awaji, Eizô Kitamura, Masataka Iwao, Masataka Naruse, Gentarō Mori, Moeko Ezawa, Kuniomi Kitani, Yasuhiko Shima, Tomisaburō Wakayama, Maki Tachibana, Jiro Shirai, Kunie Tanaka, Hiroki Matsukata, Kenji Ikeda, Ryuji Katagiri, Kentaro Maki, Akira Shioji, Yukio Yano, Kunio Kaga, Mineko Maruhira, Zenpei Saga, Shōji Ōki, Reiko Ike, Torahiko Hamada, Tetsurō Tamba, Minken Karasawa, Yasuo Matsumoto","Tatsuo Nogami, Kazuo Kasahara",Toei Company,Sadao Nakajima,Unknown,ja,95,7.0,Crime,ja,49,2,1
8701,"Action, Romance, Western","Peter Lee Lawrence, José Canalejas, Franco Agostino, Lorenzo Robledo, Helga Liné, Espartaco Santoni, Tomás Blanco, Aurora de Alba, Aldo Sambrell, Luis Barboo, Maria Zanandrea","Enrico Zuccarini, José Luis Navarro, Sergio Bergonzelli","Sara Films, Dauro Films","León Klimovsky, Sergio Bergonzelli","Espartaco Santoni, Sergio Bergonzelli",it,94,5.2,Action,it,11,3,1
8702,"Romance, TV Movie","Cardi Wong, Peter Hanlon, Jenn Griffin, Kate Crutchlow, Taylor Cole, Stefania Indelicato, Fiona Vroom, Andrew W. Walker, Benjamin Wilkinson, Christina Jastrzembska, Marcus Rosner, Jason Simpson, Morgan Taylor Campbell, Alley Mills, Antonio Cayonne, Robert Moloney","Howard Chesley, Damon Hill",Hallmark Media,David Mackay,"Howard Braunstein, Ann Weston, Marcy Gross, Christian Bruyère, Myra Morris, Mel Weisbaum",en,85,5.7,Romance,en,16,2,1
8703,"Crime, Drama, Mystery","Deepak Dobriyal, Parvin Dabas, Gulshan Devaiah, Raima Sen, Jameel Khan, Anuraag Arora, Vikram Kochhar",Unknown,Unknown,Remy Kohli,Unknown,hi,126,4.667,Crime,hi,7,0,1
8704,Comedy,"Kevin Mark Verghese, Edward Yong, Ong Chuen Boone, Lim Kay Tong, Sheikh Haikel, Jacintha Charles, Ahamed Asad, Adrian Lim, Margaret Chan, Deanna Yusoff, Daniel Gan Wei Teck",Michael Chiang,Cathay Organisation,Ong Keng Sen,Unknown,en,84,7.0,Comedy,en,11,1,1
8705,Documentary,"Dave Mirra, Mat Hoffman",Unknown,Unknown,Joe Stakun,Unknown,en,86,5.0,Documentary,en,2,0,1
8706,Music,Jacky Cheung,Unknown,Unknown,Unknown,Unknown,zh,204,7.0,Music,zh,1,0,0
8707,"Mystery, Horror, Thriller","Choi Jung-yoon, Jeong Seong-hwan, Hyun Sook-hee, Cha Mi-jeong, Choi Woo-jae, Ha Ji-won, Kim Gyeong-ryong, Park Min-gwan, Eun Seo-woo, Oh Chang-kyung, Jung Woon-sun, Lee Seo-yeon, Choi Ji-yeon, Kim Yu-mi, Lee Ji-yeon",Ahn Byeong-ki,"Toilet Pictures, Mirovision, The Walt Disney Company Korea",Ahn Byeong-ki,Unknown,ko,103,6.129,Mystery,ko,15,1,1
8708,"Drama, Horror","Chikako Masago, Gen Kimura, Yoshihiko Aoyama, Yasuyo Matsumura, Natsuko Oka, Machiko Hasegawa, Michiyo Yasuda, Yukari Mizumachi, Mitsuko Tanaka, Atsumi Uda, Shigako Shimegi, Naomi Kobayashi, Rieko Oda, Osamu Ōkawa, Sanae Nakahara",Shozaburo Asai,Daiei Film,Tokuzō Tanaka,Unknown,ja,79,7.0,Drama,ja,15,1,1
8709,Thriller,"Emilia Fox, Eoin Macken, Lotte Verbeek, Lachlan Nieboer, Frances de la Tour, Sebastian Koch, Rebecca Night, Kenneth Cranham, Julian Sands",Mike Figgis,"Suspension, Sosho Production, Red Mullet",Mike Figgis,Unknown,en,112,4.435,Thriller,en,9,1,1
8710,Drama,"Praveena Deshpande, Dibyendu Bhattacharya, Omkar Das Manikpuri, Neha Mahajan, Shadab Kamal",Unknown,Unknown,Gautam Singh,Unknown,hi,131,3.5,Drama,hi,5,0,1
8711,"Drama, Comedy","Cosmin Natanticu, Celina Enea, Gina Pistol, Smiley, Ada Galeș, Andrei Mateiu, Augustin Viziru",Iura Luncașu,Unknown,Iura Luncașu,Unknown,ro,99,7.25,Drama,ro,7,1,1
8712,"Science Fiction, Drama","Maia Levasseur-Costil, James Northcote, Pierre Benoist",Marc Lahore,KGB Studio,Marc Lahore,Unknown,en,104,5.5,Science Fiction,en,3,1,1
8713,Documentary,"Trude Forsher, Scotty Moore, Jerry Leiber, George Klein, Hal Kanter, Mike Stoller, Elvis Presley",Unknown,Elvis Presley Enterprises,Frank Martin,Unknown,en,60,5.5,Documentary,en,7,0,1
8714,"Thriller, Horror","Kendrick Huxham, Max Lewin, Eloise Hardt, Carl Guttenberger, Kent Smith, Katharine Ross, Adele Claire, Luana Anders, Stuart Nisbet, Rachel Rosenthal, Pitt Herbert, Joanne Medley, James Caan, Ian Wolfe, Robert Aiken, Anthony Eustrel, Marjorie Bennett, Peter Brocco, Don Stroud, Simone Signoret, George Furth, Carmen Phillips, Ena Hartman, Eddra Gale, Florence Marly, Jeff Scott, Estelle Winwood, Richard Guizon, William O'Connell","Gene R. Kearney, Curtis Harrington, George Edwards",Universal Pictures,Curtis Harrington,George Edwards,en,100,6.0,Thriller,en,29,3,1
8715,"Drama, Romance","Sai Tamhankar, Gulshan Devaiah, Radhika Apte, Suraj Jagan, Vaibhav Tatwawadi, Sagar Deshmukh, Kiran Khoje","Harshavardhan Kulkarni, Vijay Maurya","A Tailormade Films, Shemaroo Entertainment, Phantom Films",Harshavardhan Kulkarni,"Ketan Maru, Vikramaditya Motwane, Kirti Nakhwa, Alen Mcalex, Satyen Chandiramani, Rohit Chugani, Anurag Kashyap, Vikas Bahl, Ranjan Singh",hi,141,6.397,Drama,hi,7,2,1
8716,"Drama, TV Movie","Mikaël Conde, Bukola Walfall, Carolyne Maraghi, Keara Graves, Alexandra Beaton, Peter Michael Dillon, Emily Clarke, Julia Knope, Isabella Gow, Puja Uppal, Victor Cornfoot, Joelle Farrow, Cynthia Preston, Brittany Clough, Damon Runyan, Al Connors",Andrea Canning,"Lifetime, NB Thrilling Films 6, Reel One Entertainment",Alexandre Carrière,"Sebastian Battro, Neil Bregman, Tom Berry, Steve Boisvert, Pierre David",en,85,7.029,Drama,en,16,1,1
8717,"Crime, Thriller","Thengai Srinivasan, Y. Vijaya, Janagaraj, Vijayakanth, Kovai Sarala, Mohan, Nalini, Kokila, Sathyaraj, Anuradha","Vairamuthu, Manivannan",Thirupathisamy Pictures,Manivannan,Thirumal S N S,ta,135,5.0,Crime,ta,10,2,1
8718,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,en,90,1.0,Unknown,en,0,0,0
8719,Documentary,"Verónica Llinás, Willy Lemos","Albertina Carri, Diego Schipani",El Borde,Diego Schipani,"Albertina Carri, Diego Schipani",es,72,8.0,Documentary,es,2,2,1
8720,"Drama, Romance","Aurora Márquez, Eduardo Calvo, Pilar Muñoz, Antonio Ferrandis, Julia Lorente, Chus Lampreave, Verónica Llimerá, Julieta Serrano, Fernando Fernán Gómez, Jaime Gamboa, Amparo Soler Leal, Fernando Marín, Ana Belén","Juan Tébar, Jaime de Armiñán",Incine,Jaime de Armiñán,"Francisco Hueva, Alfredo Matas",es,92,5.5,Drama,es,13,2,1
8721,"Horror, Fantasy, Action, Adventure","Rolando Clausmann, Blue Demon, Tito Novaro, Edgar Echevarria, Fulvio Echevarria, Superzan, Claudio Lanuza, Mario Reyes, Laura Fierro, María Cardinal, Manuel Palacios, Carlos Álvarez, Enrique Bremermann, Julio Santos","Rafael Lanuza, Rogelio Agrasánchez Sr.","Producciones Fílmicas Agrasánchez S.A., Cinematografica Tikal",Rafael Lanuza,Unknown,es,90,5.2,Horror,es,14,2,1
8722,"Drama, Thriller","Shamea Morton, Lyriq Bent, Antonio Madison, Lycan Scott, Denise Woods, Angelique Valentine, Terayle Hill, C.C. Ice, Racquel Bianca John, Jarvis Shaffer, George Bryant, Jay Hunter, Shavon Kirksey, Bresha Webb, Lela Dawn Barrett, Katie Carpenter, Taraji P. Henson, Remington Steele, Alonzo Ward, Bob Lanoue, Je Nie Fleming, Scott Deal, Jazmyn Simon, Ajiona Alexus, Leonard R. Butler, John Schmedes, Nelson Estevez, Kendrick Cross, Crystle Stewart, Douglas Dickerman, Moses Jones, Danielle Nicolet, Karen Beyer, Jason Vail, Ptosha Storey",Tyler Perry,"Tyler Perry Studios, Lionsgate",Tyler Perry,"Will Areu, Mark E. Swinton, Qiuyun Long, Ozzie Areu, Tyler Perry",en,120,6.755,Drama,en,35,1,1
8723,"Animation, Horror","Nick Jenkins, Tparr, B., Kane Hodder, Ellie Kohler, Sheryl Brinkman, Katie LeWay, Tad Teeters, Tina Wright, Steven Grisez, Maddy Bowyer","Jeff Katz, James Kuhoric",Dynamite Entertainment Comics,Steven Grisez,Steven Grisez,en,72,9.0,Animation,en,11,2,1
8724,Drama,"Carmine Famiglietti, Michael Aronov, Raúl Castillo, Hugo Aleman",Carmine Famiglietti,Brooklyn-Queens Experiment,Matthew Bonifacio,Unknown,en,84,6.0,Drama,en,4,1,1
8725,"Comedy, Drama","Priscilla Kovary, Jed Mills, John Medici, Jessica Harper, Harry Bill Roberts, Tony DiBenedetto, Norman Steinberg, John Christy Ewing, Selma Diamond, Pearl Shear, Denver Mattson, Martin Garner, Lana Clarkson, Stanley Brock, George Fisher, Eleanor C. Heutschy, Robert G. Denison, Bill Macy, Phil Adams, Mark Linn-Baker, Peter O'Toole, George Marshall Ruge, Rex Benson, Vince Brocato, Richard Brestoff, Rieneke, Adolph Green, Basil Hoffman, Vincent Sardi Jr., Ramon Sison, Karen Haber, Bob Terhune, Lou Jacobi, Corinne Bohrer, Archie Hahn, Peter Eastman, Philip Bruns, Howard George, Nick Dimitri, Lainie Kazan, Joseph Bologna, Anne DeSalvo, David Armstrong, Clyde McLeod, Annette Robyns, Teresa Ganzel, Ted Grossman, Gloria Stuart, Bob Windsor, Cady McClain, Amanda Horan Kennedy, Jenny Neumann, George Wyner, Richard E. Butler, Fox Harris, Richard Warwick, Cameron Mitchell, John Welsh","Dennis Palumbo, Norman Steinberg","Brooksfilms, Metro-Goldwyn-Mayer",Richard Benjamin,"Michael Gruskoff, Joel Chernoff",en,92,6.851,Comedy,en,58,2,1
8726,"Comedy, Drama, Family, Fantasy, Romance","Annas Kashif, Rehan Sheikh, Atif Aslam, Ahson Talish, Rashid Khawaja, Nabeel Qureshi, Irfan Motiwala, Lubna Aslam, Saboor Aly, Mahira Khan, Saleem Mairaj, Humayun Saeed, Saife Hassan, Noor ul Hassan, Talat Hussain, Mehwish Hayat, Fahad Mustafa, Kaizer Behram Irani, Om Puri, Nayyar Ejaz, Alyy Khan, Anoushay Abbasi","Shani Arshad, Mohsin Abbas Haider, Nadeem Asad, Fizza Ali Meerza, Nabeel Qureshi","Everyday Fims, Filmwala Pictures",Nabeel Qureshi,"Fizza Ali Meerza, Medhi Ali",ur,115,7.4,Comedy,ur,22,5,1
8727,"Comedy, Romance","J.C. Quinn, Joan Kelly, Bryan J. Thompson, Tom Tarpey, Brad Pitt, Rocky Parker, Barbara Babcock, Dan Schneider, Kevin Hardesty, Helen Slater, Kate Hall, Wendy Lee Marconi, Aviva Skell, Michael D. Clarke, Ron Sterling, Shawne Rowe, Aaron Harnick, Marius Weyers, Eric Lumbard, Gloria Hayes, James David Murphy, Patrick Dempsey, Yvette Rambo, Hugo Hulzar",Craig J. Nevius,Apollo Productions,Mel Damski,Unknown,en,102,5.685,Comedy,en,24,1,1
8728,"Action, Horror, Mystery, Thriller, Drama","Emily Creighton, Joey Ambrosini, Greg Nutcher, Josiah Harvey, Nell Kessler, Erik Bloomquist, Jim Vitale, Stephanie Lyn, Keont'e Collins, Sabrina Corsino, Forest Quaglia, Madeleine Dauer, Chris Whitcomb, Mitchell Maknis","Jacob Cooney, Evan Baker, Jason White","Green Apple Entertainment, Green Apple Productions, Shadow Vale Productions",Evan Baker,"David Gere, Joe Narode, Tim Warren, Chelsea Vale",en,75,10.0,Action,en,14,3,1
8729,"Drama, Fantasy","Rex Ingram, James Fuller, Al Stokes, Anna Mae Fritz, Abraham Gleaves, George Randol, Myrtle Anderson, Eddie 'Rochester' Anderson, Edna Mae Harris, Etta Moten, Frank H. Wilson, Ida Forsyne, George H. Reed, Oscar Polk","Sheridan Gibney, Marc Connelly","Warner Bros. Pictures, Warner Bros.","William Keighley, Marc Connelly","Hal B. Wallis, Jack L. Warner",en,93,6.2,Drama,en,14,2,1
8730,"Horror, Comedy","Paulette Hernández, Sofia Rivera Torres, Mariano Palacios, Claudia Lobo, Tato Alexander, María José Mariscal, Cristina Rodlo, Paola Arrioja, Lucero Trejo, Elaine Haro, Alberto Pavón","Joseph Hemsani Levy, Roque Falabella",Windsor Films,Roque Falabella,"Joseph Hemsani Levy, Jimena Rodriguez",es,83,7.8,Horror,es,11,2,1
8731,"Action, Comedy","Lenni Nora, Eddy S. Jonathan, Aminah Cendrakasih, Nurhasanah, Yulie Soleh, Ruslan Basrie, Anton Burnama, Ferry Soraya, Leily Sagita, Eddy Hansudi, Cherry Ivonne, Harry Capri, Barry Prima, Malino Djunaedy, Yustine Rais, Dadang S., Eva Arnaz, Diana Suarkom, Piet Burnama, Marie Yoice, Ruth Pelupessy, Welan Gerung, Wieke Widowati","Charles Kaufman, Joey Gaynor, Deddy Armand","Troma Entertainment, Parkit Films","Charles Kaufman, Jopi Burnama","Dhamoo Punjabi, Ono Sudano, Raam Punjabi",id,72,4.4,Action,id,23,3,1
8732,Drama,"P. Ramlee, Mohd Hamid, Omar Suwita, Udo Omar, Salleh Kamil, Datin Saadiah, Habsah Buang, Kemat Hassan, Shariff Dol, Saamah, Hashimah Yon, Zainon Fiji, Fatimah Osman",Unknown,Unknown,P. Ramlee,Unknown,en,106,5.0,Drama,en,13,0,1
8733,Mystery,"Elga Jensen, Davee Decker, Sheila Gilliam, Joel Holt",William Rose,Joseph Brenner Associates,Joel Holt,Joel Holt,de,66,10.0,Mystery,de,4,1,1
8734,Comedy,"Alain Ricar, Jean Le Mouël, Eric Vergnaud, François Viaur, Rémy Carpentier, Pierre Richard, Sonia Laroze, Louise Talgarn, Jean-Marie Cornille, Olivier Achard, Richard Fiardo, Jean Carmet, Yves Elliot, Jean-Guillaume Le Dantec, Lionel Vitrant, Roland Neunreuther, Hélène Surgère, Julien Guiomar, Bernard Dumaine, Béatrice Camurat, Fanny Bastien, Alain Frérot, Pascal Le Fur, Tatiana Vialle, Joé Davray, Daniel Vérité, Régis Bouquet, François Clavier, Franck-Olivier Bonnet, Sylvie Joly, Danielle Minazzoli, Renaud Fleuri, Jean-François Pahun, André Nader, Jean-Pierre Vivian",Claude Gallot,Fideline Films,Bernard Guillou,Unknown,fr,93,5.6,Comedy,fr,35,1,1
8735,Documentary,"Carol Burnett, Howie Mandel, Muhammad Ali, Fannie Flagg, Allen Funt, Peter Funt",Unknown,Unknown,Peter Funt,Unknown,en,89,7.0,Documentary,en,6,0,1
8736,"Romance, Comedy","Giorgos Zaifidis, Kostas Voutsas, Kaiti Ibrohori, Nikos Kikilias, Lina Krassa, Mania Koliandri, Kostas Tsapekos, Tasos Ramsis, Nikos Binas, Giannis Petropoulos, Eirini Koumarianou, Koula Agagiotou, Giannis Baraslis, Eleni Mavromati, Kostas Darras, Theodoros Dovas, Yannis Himonidis, Louiza Batista",Giannis Dalianidis,Finos Film,Giannis Dalianidis,Unknown,el,97,7.2,Romance,el,18,1,1
8737,"Drama, Comedy","Khaled El Sawy, Yasser El Tobgy, Haidy Refaat, Ashraf Mahdy, Mohamed Sallam, Sherry Adel, Essam ElSaqqa",Islam Belal,Bird Eye Film Production,Islam Belal,Unknown,ar,88,9.0,Drama,ar,7,1,1
8738,"Animation, Family, Fantasy, Music","Dal McKennon, Paul Frees, Dick Beals, Art Clokey",Arnold Leibovit,Expanded Entertainment,Arnold Leibovit,Arnold Leibovit,en,78,7.6,Animation,en,4,1,1
8739,Horror,"Pierson Fodé, Brian Christensen, Sari Sanchez, Michael Galante, Ryan Carr, Joe Adler, Mouzam Makkar, Patricia Urbonas Clark, Laura Ashley Samuels",Robert Mearns,"Juniper Post, Cinedigm, ExtraOrdinary Casting",Robert Mearns,"Justin Nesbitt, Marty Murray",en,102,4.6,Horror,en,9,1,1
8740,Documentary,"Tilda Swinton, Carleigh Spence",Unknown,Kola Films,Kevin P. Miller,Kevin P. Miller,en,91,5.5,Documentary,en,2,0,1
8741,"War, Drama","Fyodor Blazhevich, Sergei Stolyarov, Yelena Yegorova, Mikhail Romanov, Vladimir Osvetsimsky, Nikolai Komissarov, Antonina Maksimova, Grigory Pluzhnik, Sergey Petrov","Vasilii Lebedev-Kumach, Iogann Zeltser",Odessa Film Studio,Volodymyr Braun,Unknown,ru,91,4.8,War,ru,9,2,1
8742,Comedy,"Simone Sander, Anna Nova, Uta Schmidt-Caneva, Rebecca von Mitzlaff, Sabra Stellmann, Tobias Schenke, Sebastian Faust, Edeltraud Schubert, Axel Stein, Carmen-Maja Antoni, Diana Amft, Tom Lass, Christine Neubauer, Antoine Monot Jr., Nicky Kantor, Miriam von Versen, Axel Milberg, Michael Herbig, Nina Eichinger, Vivian Kanner, Herman van Ulzen, Alexa Sommer, Sylvia Zimnik, Petra Zieser, Monika Manz",Granz Henman,"ARD, Constantin Film",Granz Henman,"Silvia Tollmann, Bernd Eichinger",de,83,4.7,Comedy,de,25,1,1
8743,Documentary,Jenifer Lewis,Jason Pollock,Unknown,Jason Pollock,"Malcolm D. Lee, Morgan J. Freeman, Jason Pollock, Amy McCampbell",en,103,7.8,Documentary,en,1,1,1
8744,"Thriller, Science Fiction, Action, Adventure","Glenn Shadix, Kevin Grevioux, Rick Baker, Jonna Giovanna, Cameron Croughwell, Kris Kristofferson, Lucas Elliot Eberl, Melody Perkins, Estella Warren, Michael Clarke Duncan, Evan Parke, Chad Bannon, Allie Habberstad, Mark Christopher Lawrence, Charlton Heston, Todd Babcock, Shane Habberstad, Linda Harrison, Shonda Farr, Kam Heskin, Quincy Taylor, Joshua Croughwell, Todd Kimsey, Callie Croughwell, Eddie Adams, Andrea Grano, Mark Wahlberg, Jay Caputo, Howard Berger, Michael Jace, David Warner, Paul Giamatti, Chris Ellis, Hannah Peitzman Myers, Michael Wiseman, Molly Peitzman, Jesse Tipton, Lisa Lackey, Helena Bonham Carter, Cary-Hiroyuki Tagawa, Lisa Marie, Chet Zar, Tate Taylor, Joanna Krupa, Philip Tan, Jim Holmes, Deep Roy, Erick Avari, Anne Ramsay, Isaac C. Singleton Jr., Tim Roth, Eileen Weisinger, John Alexander, Lorenzo Callender, Candace Kroslak, Freda Foh Shen, Brett Smrz","William Broyles Jr., Mark Rosenthal, Pierre Boulle, Lawrence Konner","20th Century Fox, The Zanuck Company",Tim Burton,"Ralph Winter, Richard D. Zanuck",en,120,5.742,Thriller,en,57,4,1
8745,"Adventure, Action, Fantasy","Mario Iván Martínez, Alejandra Gollas, Lisa Brenner, Olympia Dukakis, Bob Newhart, David Dayan Fisher, Jessica Moreno, Jane Curtin, Sonya Walger, Noah Wyle, Clyde Kusatsu, Antonio Monroy, Kelly Hu, Mauricio Llera, José Montini, Kyle MacLachlan",David N. Titcher,"Electric Entertainment, ApolloProScreen Filmproduktion, Turner Network Television",Peter Winther,"Jörg Westerkamp, Kai Schürmann, Gary Hamilton, Dean Devlin, Phillip M. Goldfarb, Sven Clement",en,106,6.25,Adventure,en,16,1,1
8746,Documentary,"Louise Gold, Steve Martin, Lew Grade, Ted Koppel, Candice Bergen, Mike Wallace, Peter Falk, Brian Muehl, Juliana Donald, Fran Brill, Kathryn Mullen, Eren Ozker, Kevin Clash, Michael Hirsch, Jerry Juhl, Francis Ford Coppola, Charles Grodin, Louis Zorich, Jimmy Dean, Charles Durning, Christine Nelson, Frances Bergen, Stephen Garlick, Harry Belafonte, Lonny Price, Paul Simon, Madeline Kahn, Richard Hunt, Rudolf Nureyev, Steve Whitmire, Johnny Carson, Jerry Nelson, Frank Oz, Willie Nelson, Austin Pendleton, Robin Williams, Jane Henson, Alice Tweedy, Rhea Perlman, Ray Charles, Diana Rigg, Caroll Spinney, Pam Arciero, John Hurt, Jim Henson, Danny DeVito, Roger Moore, Martin P. Robinson, David Rudman, Brian Henson, Karen Prell, John Landis, Dave Goelz, Scott Walker, Jon Stone, Jennifer Connelly, Goldie Hawn, David Bowie, Maurice Sendak",Sara Lukinson,KQED,Judy Kinberg,"Judy Kinberg, Jac Venza",en,71,6.8,Documentary,en,59,1,1
